time_s,accel_m_per_s2
0.0,-0.0060980062776831555
0.000244140625,0.11428984728269051
0.00048828125,0.27901937928297993
0.000732421875,0.3693051778725344
0.0009765625,0.4431157827705703
0.001220703125,0.5286713699976783
0.00146484375,0.6189760643724912
0.001708984375,0.7428666034428212
0.001953125,0.7082276354870854
0.002197265625,0.7894595140832951
0.00244140625,0.7858879711021161
0.002685546875,0.7859662096864252
0.0029296875,0.7728136146770661
0.003173828125,0.7310064749659387
0.00341796875,0.7417205950387127
0.003662109375,0.7062153359380277
0.00390625,0.6668386158887688
0.004150390625,0.6257597939815444
0.00439453125,0.5901662544864389
0.004638671875,0.5517355268088279
0.0048828125,0.48241277297002155
0.005126953125,0.469870374850831
0.00537109375,0.42036869901486024
0.005615234375,0.4065579930649557
0.005859375,0.3559208840176968
0.006103515625,0.36219034700876285
0.00634765625,0.33805271170412116
0.006591796875,0.3012624855210968
0.0068359375,0.29068702455882284
0.007080078125,0.2373437597346607
0.00732421875,0.19047979325322184
0.007568359375,0.1725273326079145
0.0078125,0.1414766297314593
0.008056640625,0.10080693215796069
0.00830078125,0.07730727498819939
0.008544921875,-0.0017656390664615648
0.0087890625,0.015341231657255393
0.009033203125,-0.04140648540976364
0.00927734375,-0.06444726057034647
0.009521484375,-0.05692658069463935
0.009765625,-0.05933193690977298
0.010009765625,-0.03373390123881487
0.01025390625,-0.09072682298894787
0.010498046875,-0.03198417495301924
0.0107421875,-0.04234976677434753
0.010986328125,-0.003409569829666236
0.01123046875,0.06494808362464603
0.011474609375,0.04290989063136677
0.01171875,0.05306296280671866
0.011962890625,0.09319751160619438
0.01220703125,0.11830191739080431
0.012451171875,0.15994231785696789
0.0126953125,0.1604211634891601
0.012939453125,0.15988582472145763
0.01318359375,0.1556290575540594
0.013427734375,0.15859083075426492
0.013671875,0.18867674227728137
0.013916015625,0.15846642427634747
0.01416015625,0.18227239650639562
0.014404296875,0.11272009187386417
0.0146484375,0.13429214070635775
0.014892578125,0.08726198054301032
0.01513671875,0.08984845428144789
0.015380859375,0.10493995593095046
0.015625,0.09883458432680631
0.015869140625,0.07236817738636278
0.01611328125,0.0055250426887420365
0.016357421875,0.029310844549314045
0.0166015625,-0.044020849224416375
0.016845703125,-0.0010774432916068662
0.01708984375,-0.05856238577801805
0.017333984375,-0.05558761529236248
0.017578125,-0.06595571590084684
0.017822265625,-0.08647933136844083
0.01806640625,-0.08576492151130569
0.018310546875,-0.11556111009679901
0.0185546875,-0.1498984437327891
0.018798828125,-0.13359251758257104
0.01904296875,-0.17523889759674113
0.019287109375,-0.18642803814726533
0.01953125,-0.15038376046183405
0.019775390625,-0.17795655731077395
0.02001953125,-0.16947265265022876
0.020263671875,-0.17215563125687244
0.0205078125,-0.1940579124367221
0.020751953125,-0.1335685746695461
0.02099609375,-0.12710325797371286
0.021240234375,-0.11045607001435218
0.021484375,-0.0600084463161917
0.021728515625,-0.08784899615742453
0.02197265625,-0.025882469197086488
0.022216796875,-0.01392985444222652
0.0224609375,0.03302560641917858
0.022705078125,0.04645360875686424
0.02294921875,0.07175498427545142
0.023193359375,0.05628708299981722
0.0234375,0.07760556321219941
0.023681640625,0.08232455634416548
0.02392578125,0.027170383020450488
0.024169921875,0.038357385906685394
0.0244140625,0.002745236019816834
0.024658203125,0.010400871095512257
0.02490234375,-0.06983378679908199
0.025146484375,-0.13319203500170418
0.025390625,-0.10202205823492955
0.025634765625,-0.13847770446282687
0.02587890625,-0.19782685238647102
0.026123046875,-0.24976584433509513
0.0263671875,-0.2560249645440226
0.026611328125,-0.2550437346943728
0.02685546875,-0.3444129523809139
0.027099609375,-0.3610286431203636
0.02734375,-0.3958786294732995
0.027587890625,-0.3609769830098105
0.02783203125,-0.41883539361620425
0.028076171875,-0.44462861484154853
0.0283203125,-0.4935518682541342
0.028564453125,-0.5366005204887947
0.02880859375,-0.5940282323483932
0.029052734375,-0.55205747278632
0.029296875,-0.6688171757035075
0.029541015625,-0.6679702741572434
0.02978515625,-0.6971537811110142
0.030029296875,-0.7857317606922044
0.0302734375,-0.7593112015331496
0.030517578125,-0.7974162464023298
0.03076171875,-0.7493491102929803
0.031005859375,-0.8324669220813379
0.03125,-0.7603377553433657
0.031494140625,-0.7092756827579088
0.03173828125,-0.6762949711653304
0.031982421875,-0.5896409461715005
0.0322265625,-0.5059745341448161
0.032470703125,-0.3731149816575491
0.03271484375,-0.28579074269281585
0.032958984375,-0.1716244438416972
0.033203125,-0.10107170494647222
0.033447265625,0.058624780921952106
0.03369140625,0.1750613270765677
0.033935546875,0.328586636414381
0.0341796875,0.3988747928048309
0.034423828125,0.47072736144367355
0.03466796875,0.5645155589959083
0.034912109375,0.6434211518182734
0.03515625,0.7398176493894232
0.035400390625,0.7305000880952895
0.03564453125,0.7590192456415703
0.035888671875,0.7797149420142029
0.0361328125,0.7947856608288749
0.036376953125,0.7593808400067662
0.03662109375,0.7262479380706032
0.036865234375,0.6852395216745273
0.037109375,0.7117326739829734
0.037353515625,0.6308516831996632
0.03759765625,0.6350356188253428
0.037841796875,0.5235567852915958
0.0380859375,0.5074064306014618
0.038330078125,0.5256685495521617
0.03857421875,0.419607931871405
0.038818359375,0.44323398210106735
0.0390625,0.36322851007233375
0.039306640625,0.36176927938031533
0.03955078125,0.34499491524235865
0.039794921875,0.31478295773739895
0.0400390625,0.29955956278915385
0.040283203125,0.2515397463401506
0.04052734375,0.21728017298688246
0.040771484375,0.2151727237614805
0.041015625,0.16617977365187941
0.041259765625,0.10568442976892173
0.04150390625,0.07759042251270343
0.041748046875,0.06478783454769842
0.0419921875,0.00785109687167895
0.042236328125,0.00576490719129346
0.04248046875,-0.041651286470772646
0.042724609375,-0.05761043239361247
0.04296875,-0.05354064147675042
0.043212890625,-0.09291056382160591
0.04345703125,-0.05612064253858361
0.043701171875,-0.03496404088060939
0.0439453125,-0.026680663722844597
0.044189453125,-0.025919728233230816
0.04443359375,-0.020358036749052188
0.044677734375,0.037295783197450284
0.044921875,0.08038342949400998
0.045166015625,0.05914612952427944
0.04541015625,0.10809342773578218
0.045654296875,0.13054535753092067
0.0458984375,0.18325234450380587
0.046142578125,0.13530332979338755
0.04638671875,0.15991283478285706
0.046630859375,0.18212396897127922
0.046875,0.164242775414616
0.047119140625,0.17568349058977717
0.04736328125,0.157895375150287
0.047607421875,0.14365078497969466
0.0478515625,0.15360385305156282
0.048095703125,0.1167290574264079
0.04833984375,0.09999145354653927
0.048583984375,0.09970160092387303
0.048828125,0.06137190903696384
0.049072265625,0.045767259186865764
0.04931640625,0.045435481331077054
0.049560546875,-0.005246274334344755
0.0498046875,-0.0007148102710223762
0.050048828125,-0.013011276684064401
0.05029296875,-0.04161533945118292
0.050537109375,-0.03394770867558617
0.05078125,-0.06441620523861467
0.051025390625,-0.08421200691664776
0.05126953125,-0.11212742426759889
0.051513671875,-0.07963395100975973
0.0517578125,-0.11460227197015788
0.052001953125,-0.14336751541928885
0.05224609375,-0.1443681393726002
0.052490234375,-0.15456948151078953
0.052734375,-0.1971832283448027
0.052978515625,-0.16559488882492593
0.05322265625,-0.1876044726037905
0.053466796875,-0.17871221229756423
0.0537109375,-0.14719041229526864
