time_s,pulsating_signal
0.0,-0.001516943057123629
0.00048828125,0.3084602119241546
0.0009765625,0.6150642937226355
0.00146484375,0.884174858654773
0.001953125,1.16020895460446
0.00244140625,1.4038318518673971
0.0029296875,1.628023354179479
0.00341796875,1.822271053229403
0.00390625,1.9244537423918722
0.00439453125,2.012847573414805
0.0048828125,2.0616663516050857
0.00537109375,2.0278849331413027
0.005859375,1.9854550687205432
0.00634765625,1.9030987119904408
0.0068359375,1.762565327547524
0.00732421875,1.5703184746579097
0.0078125,1.3238252077175638
0.00830078125,1.0413501869058734
0.0087890625,0.7952042290146211
0.00927734375,0.5027566312884066
0.009765625,0.15560761532957995
0.01025390625,-0.1536673809890669
0.0107421875,-0.45666106985857485
0.01123046875,-0.7934030162614215
0.01171875,-1.0768054465619594
0.01220703125,-1.3607389279007338
0.0126953125,-1.6128533198299349
0.01318359375,-1.7984896743315506
0.013671875,-1.9739834427461327
0.01416015625,-2.131858642556004
0.0146484375,-2.1732636640649012
0.01513671875,-2.1845759492197683
0.015625,-2.126456716532708
0.01611328125,-2.0918934101136513
0.0166015625,-1.9274129524475188
0.01708984375,-1.731287393069478
0.017578125,-1.5383916658004084
0.01806640625,-1.276458783765362
0.0185546875,-0.9908303091277163
0.01904296875,-0.6755059480449672
0.01953125,-0.3227229430292461
0.02001953125,0.03131579357666414
0.0205078125,0.335818467228475
0.02099609375,0.6737625525053094
0.021484375,0.9903730539069363
0.02197265625,1.3215295033044583
0.0224609375,1.6026358768775604
0.02294921875,1.8147350722777462
0.0234375,2.0249664236390106
0.02392578125,2.1509687920347056
0.0244140625,2.267739894508512
0.02490234375,2.3295847738065185
0.025390625,2.2893700063701967
0.02587890625,2.214452973118356
0.0263671875,2.110373782515066
0.02685546875,1.9610361878141023
0.02734375,1.7215732426709025
0.02783203125,1.4791597717842788
0.0283203125,1.2078704209629427
0.02880859375,0.8841457501775701
0.029296875,0.5168585866258332
0.02978515625,0.17865040905493595
0.0302734375,-0.17651742459593184
0.03076171875,-0.5881702488426077
0.03125,-0.9363136817079087
0.03173828125,-1.2893856429420536
0.0322265625,-1.5669752193774071
0.03271484375,-1.811189805244973
0.033203125,-1.9951048373763545
0.03369140625,-2.17697765791458
0.0341796875,-2.3395544044082817
0.03466796875,-2.4035792981491064
0.03515625,-2.404687729914324
0.03564453125,-2.4009915460579765
0.0361328125,-2.2938162825666115
0.03662109375,-2.1491480823883067
0.037109375,-1.9382217931565404
0.03759765625,-1.7064929435688536
0.0380859375,-1.3899919589488372
0.03857421875,-1.039382010584202
0.0390625,-0.7227974494193417
0.03955078125,-0.3466443251608694
0.0400390625,0.01111928126652182
0.04052734375,0.4411447240386449
0.041015625,0.7401211201347321
0.04150390625,1.1556375294780488
0.0419921875,1.463508877852153
0.04248046875,1.7828348443191673
0.04296875,2.0065708466400127
0.04345703125,2.235785229443046
0.0439453125,2.373568472927192
0.04443359375,2.526702840446685
0.044921875,2.5315235842135024
0.04541015625,2.5427568718166293
0.0458984375,2.455988507025139
0.04638671875,2.3389772351757827
0.046875,2.1428040653866156
0.04736328125,1.8956401194246255
0.0478515625,1.5993550171750963
0.04833984375,1.2837675169974105
0.048828125,0.9159964610518955
0.04931640625,0.5487771512455739
0.0498046875,0.1420568211202753
